pedido,contem_dados_pessoais
Solicito cópia do contrato nº 14886/2026 firmado entre a Secretaria de Ciência e Tecnologia e a empresa Inovação Tecnológica.,0
"Sou Lorenzo Ferreira Pereira, portador da CNH nº 44086991977 e CPF 886.149.809-49. Peço informações sobre meu cadastro no DETRAN.",1
Nome: Letícia Dias Nascimento. Telefone: (11) 994243-6901. Email: leticia@outlook.com. Solicito informações sobre meu cadastro.,1
Peço acesso aos indicadores de desempenho da Departamento de Trânsito.,0
Gostaria de obter o relatório de execução orçamentária da Instituto de Previdência do DF referente ao 2021.,0
Solicito informações sobre as despesas com diárias da Tribunal de Contas do DF no ano de 2019.,0
"Meu nome é Eliane Mendes Campos, PIS/PASEP 527.86422.15-5, CPF 103.882.071-59. Solicito informações sobre meu FGTS.",1
"Me chamo Bruno Teixeira Nunes, CPF 148.494.914-56 e RG 55.444.406-8. Peço informações sobre meu benefício.",1
Solicito informações sobre as despesas com diárias da Secretaria de Desenvolvimento Econômico no ano de 2022.,0
Peço acesso aos termos de referência e edital da licitação nº 95/2022 da Secretaria de Saúde do DF.,0
"Gostaria de obter informações sobre o benefício da minha mãe Rodrigo Ribeiro Rodrigues, CPF 418.936.043-06.",1
Solicito informações sobre o planejamento estratégico da Secretaria de Obras do DF.,0
Gostaria de obter a ata de julgamento da licitação nº 83/2022 da Secretaria de Saúde do DF.,0
"Sou Miguel Pinto Oliveira, portador da CNH nº 03709647295 e CPF 727.575.926-88. Peço informações sobre meu cadastro no DETRAN.",1
Gostaria de obter dados sobre transporte público no Distrito Federal.,0
"Gostaria de exercer meu direito ao esquecimento. CPF: 835.795.044-28, Nome: Priscila Gomes Costa.",1
"Solicito informações sobre o processo do meu pai Samuel Martins Batista, CPF 161.113.769-18, RG 23.903.490-5.",1
Peço acesso aos indicadores de desempenho da Secretaria de Assistência Social.,0
Peço acesso aos relatórios de gestão do programa Programa de Assistência Farmacêutica.,0
"Sou Henry Nascimento Reis, portador do CPF 526.760.988-96. Gostaria de saber o andamento do meu requerimento.",1
Solicito informações sobre o atendimento na Secretaria de Transporte e Mobilidade no ano de 2023.,0
Solicito informações sobre o planejamento estratégico da Secretaria de Ciência e Tecnologia.,0
"Sou Ingrid Oliveira Freitas, titular do CPF 082.689.900-58 e título de eleitor nº 817430953285. Gostaria de informações eleitorais.",1
Gostaria de obter fotos atualizadas das obras em execução pela Secretaria de Assistência Social.,0
Meu nome é Marcos Araújo Silva. Contato: (31) 999376-2245 / marcos@outlook.com. Gostaria de informações sobre meu processo.,1
Gostaria de obter o relatório de execução orçamentária da Defensoria Pública do DF referente ao 2020.,0
"Sou Bruna Cavalcanti Almeida, titular do CPF 956.626.351-10 e título de eleitor nº 651029694741. Gostaria de informações eleitorais.",1
Gostaria de obter dados sobre licitações no Distrito Federal.,0
Meu nome é Bruno Dias Machado. Contato: (61) 992859-9589 / bruno@bol.com.br. Gostaria de informações sobre meu processo.,1
"Peço a anonimização dos meus dados. Dados: Nome Guilherme Martins Vieira, CPF 348.410.936-05, Email guilherme@yahoo.com.br.",1
Nome: Vanessa Freitas Andrade. Telefone: (41) 991181-4935. Email: vanessa@outlook.com. Solicito informações sobre meu cadastro.,1
Peço acesso à relação de servidores que receberam gratificação no mês de janeiro de 2020.,0
"Sou Caleb Rodrigues Torres, portador da CNH nº 48053289518 e CPF 714.569.789-00. Peço informações sobre meu cadastro no DETRAN.",1
Nome: Isabela Pereira Lima. Telefone: (91) 999778-6734. Email: isabela@bol.com.br. Solicito informações sobre meu cadastro.,1
Meu nome é Miguel Freitas Barbosa. Contato: (41) 998031-9860 / miguel@hotmail.com. Gostaria de informações sobre meu processo.,1
Peço acesso ao projeto executivo da obra Reforma do Teatro Municipal.,0
Solicito informações sobre as despesas com diárias da Secretaria de Saúde do DF no ano de 2019.,0
Nome: Carlos Ribeiro Batista. Telefone: (81) 993105-1666. Email: carlos@uol.com.br. Solicito informações sobre meu cadastro.,1
Peço acesso aos documentos de habilitação do vencedor da licitação nº 30/2021.,0
"Sou Juliana Ramos Freitas, portador do PIS 315.23525.32-2 e CPF 345.554.706-05. Peço informações sobre meu PIS.",1
Peço acesso aos termos de referência e edital da licitação nº 15/2026 da Procuradoria-Geral do DF.,0
Solicito informações sobre o cronograma físico-financeiro da obra Construção do Centro Esportivo.,0
"Dados pessoais: Nome: Mariana Dias Cavalcanti, RG: 93.876.049-4, CPF: 056.623.916-70. Solicito informações sobre minha aposentadoria.",1
Solicito informações sobre as despesas com diárias da Secretaria de Fazenda do DF no ano de 2019.,0
Peço acesso aos gastos com cartão corporativo da Secretaria de Educação do DF.,0
Gostaria de obter o relatório de gestão da Secretaria de Segurança Pública de 2019.,0
"Meu nome é Yasmin Moreira Machado, CNH 16494202781, CPF 293.276.733-01. Solicito informações sobre multas de trânsito.",1
"Peço informações sobre o cadastro do meu dependente Eduardo Barbosa Souza, CPF 374.064.895-36, data nasc. 13/12/1972.",1
Nome: Bianca Ferreira Ramos. CPF: 777.183.853-70. Solicito acesso aos meus dados cadastrais no sistema da Secretaria de Segurança Pública.,1
Gostaria de obter a ata de julgamento da licitação nº 55/2020 da Secretaria de Esporte e Lazer.,0
"Solicito informações detalhadas sobre o orçamento da Companhia de Saneamento Ambiental para o exercício de 2021, incluindo despesas com pessoal e custeio.",0
"Solicito informações sobre o quadro de servidores lotados na Secretaria de Segurança Pública, por cargo e função.",0
Solicito dados estatísticos sobre o programa Saúde da Família no Distrito Federal.,0
Nome: Mariana Souza Nascimento. Telefone: (31) 993582-9922. Email: mariana@uol.com.br. Solicito informações sobre meu cadastro.,1
Solicito cópia do contrato nº 32145/2023 firmado entre a Defensoria Pública do DF e a empresa Inovação Tecnológica.,0
"Peço atualização do meu endereço. Nome: Valentina Cavalcanti Alves, CPF: 332.982.503-09. Novo endereço: Quadra Beira Rio, nº 8585, Lago Norte, Brasília-DF - CEP 71625-721.",1
"Gostaria de alterar meu email cadastrado. Nome: Leonardo Teixeira Cardoso, CPF: 500.905.154-04. Novo email: leonardo@bol.com.br.",1
"Sou Letícia Andrade Martins, portador do RG 86.646.363-7 e CPF 449.416.897-12. Gostaria de obter cópia do meu processo.",1
Peço acesso às informações sobre a dotação orçamentária do programa Mais Médicos no ano de 2022.,0
Gostaria de obter dados sobre cultura no Distrito Federal.,0
"Dados pessoais: Nome: Fernando Almeida Costa, CPF: 914.839.920-55, RG: 87.504.621-9, Data Nasc: 12/04/1971. Endereço: Qd Beira Rio, nº 5187, Brazlândia, Brasília-DF - CEP 73879-893. Contato: (61) 991058-4952 / fernando@bol.com.br.",1
Gostaria de obter o relatório de gestão da Secretaria de Transporte e Mobilidade de 2020.,0
Solicito cópia do contrato nº 52665/2022 firmado entre a Controladoria-Geral do DF e a empresa Serviços Integrados.,0
Gostaria de obter a relação de passagens aéreas adquiridas pela Secretaria de Meio Ambiente em 2026.,0
"Peço a anonimização dos meus dados. Dados: Nome Vanessa Carvalho Moreira, CPF 724.334.911-00, Email vanessa@hotmail.com.",1
Gostaria de obter dados sobre transporte público no Distrito Federal.,0
Meu nome é José Mendes Lima e meu CPF é 155.941.242-92. Solicito informações sobre meu processo administrativo nº 87190/2018.,1
Solicito informações sobre o atendimento na Tribunal de Contas do DF no ano de 2024.,0
Gostaria de obter a ata de julgamento da licitação nº 3/2021 da Secretaria de Assistência Social.,0
"Me chamo Antônia Martins Carvalho, CPF 957.205.195-48 e RG 12.631.839-2. Peço informações sobre meu benefício.",1
"Gostaria de exercer meu direito ao esquecimento. CPF: 672.873.944-05, Nome: Miguel Batista Dias.",1
Gostaria de obter o relatório de gestão da Secretaria de Desenvolvimento Econômico de 2026.,0
Peço acesso aos termos de referência e edital da licitação nº 69/2024 da Secretaria de Segurança Pública.,0
"Me chamo Carolina Freitas Araújo, portador do CPF 223.520.194-60 e RG 55.426.928-6. Endereço: Av. L2 Sul, nº 1401, Samambaia, Brasília-DF - CEP 70971-901. Telefone: (61) 994655-2717. Gostaria de informações.",1
Solicito cópia do contrato nº 18523/2020 firmado entre a Secretaria de Educação do DF e a empresa Construções Centrais.,0
"Solicito a exclusão dos meus dados pessoais. Nome: Samuel Cavalcanti Gomes, CPF: 750.700.782-08, RG 81.975.992-X.",1
"Peço atualização do meu endereço. Nome: Gustavo Mendes Martins, CPF: 394.963.995-09. Novo endereço: Travessa L2 Sul, nº 6720, Sobradinho, Brasília-DF - CEP 70483-689.",1
"Sou Débora Dias Martins, portador do RG 26.052.156-7 e CPF 380.719.689-78. Gostaria de obter cópia do meu processo.",1
Gostaria de obter o relatório de execução orçamentária da Secretaria de Esporte e Lazer referente ao 2026.,0
"Me chamo Vanessa Dias Oliveira, portador do CPF 800.514.642-68 e RG 40.600.580-1. Endereço: Quadra dos Ipês, nº 1657, Ceilândia, Brasília-DF - CEP 73036-670. Telefone: (61) 990840-1343. Gostaria de informações.",1
Meu nome é Mateus Nunes Souza e meu CPF é 434.321.655-10. Solicito informações sobre meu processo administrativo nº 50569/2023.,1
Peço acesso às informações sobre a dotação orçamentária do programa Programa de Leite no ano de 2020.,0
"Me chamo Marcelo Freitas Gomes, CPF 813.835.822-03, Título de Eleitor 672815230977. Solicito informações sobre minha zona eleitoral.",1
Solicito dados estatísticos sobre o programa Programa de Atenção Básica no Distrito Federal.,0
Gostaria de obter a folha de pagamento consolidada da Secretaria de Esporte e Lazer referente a março de 2021.,0
Peço acesso aos indicadores de desempenho da Departamento de Trânsito.,0
"Dados pessoais: Nome: Laura Barbosa Reis, CPF: 814.010.840-52, RG: 63.975.508-0, Data Nasc: 04/06/1957. Endereço: Alameda CLS, nº 38, Guará, Brasília-DF - CEP 70364-746. Contato: (81) 996458-2269 / laura@gmail.com.",1
"Peço atualização do meu endereço. Nome: Cristina Machado Nascimento, CPF: 995.840.791-40. Novo endereço: Travessa L2 Sul, nº 969, Ceilândia, Brasília-DF - CEP 71718-488.",1
"Sou Fabio Lima Ramos, portador do CPF 105.202.499-84. Gostaria de saber o andamento do meu requerimento.",1
"Gostaria de exercer meu direito ao esquecimento. CPF: 566.380.775-62, Nome: Natália Bezerra Cardoso.",1
"Me chamo Ingrid Gomes Moreira, portador do CPF 205.163.012-76 e RG 35.150.262-4. Endereço: Quadra Brasil, nº 7928, Núcleo Bandeirante, Brasília-DF - CEP 70935-237. Telefone: (11) 990482-7165. Gostaria de informações.",1
"Meu nome é Letícia Alves Pinto, CNH 25793686527, CPF 057.432.859-93. Solicito informações sobre multas de trânsito.",1
"Solicito informações sobre o quadro de servidores lotados na Secretaria de Transporte e Mobilidade, por cargo e função.",0
"Sou Tiago Andrade Silva, CPF 538.098.286-70, RG 95.711.309-6. Telefone: (11) 991570-7971. Email: tiago@uol.com.br. Moro em Conjunto W3 Norte, nº 7163, Recanto das Emas, Brasília-DF - CEP 72932-297. Solicito informações sobre meu benefício.",1
"Me chamo Tatiane Oliveira Gomes, CPF 049.962.313-43 e RG 92.308.752-1. Peço informações sobre meu benefício.",1
Peço acesso às informações sobre a dotação orçamentária do programa Capacitação Profissional no ano de 2019.,0
"Solicito informações sobre o quadro de servidores lotados na Secretaria de Saúde do DF, por cargo e função.",0
"Meu nome é Valentina Lima Almeida, CNH 78146030839, CPF 723.957.016-96. Solicito informações sobre multas de trânsito.",1
"Meu nome é Brenda Carvalho Lima, CNH 21988197590, CPF 368.898.610-51. Solicito informações sobre multas de trânsito.",1
Gostaria de obter o número de beneficiários do programa Bolsa Família em 2020.,0
Gostaria de obter fotos atualizadas das obras em execução pela Secretaria de Ciência e Tecnologia.,0
Peço acesso ao projeto executivo da obra Construção do Hospital Regional.,0
Peço acesso aos termos de referência e edital da licitação nº 45/2020 da Secretaria de Agricultura.,0
Solicito informações sobre o resultado da licitação nº 73/2025 realizada pela Secretaria de Meio Ambiente.,0
"Peço informações sobre o cadastro do meu dependente Vanessa Ramos Carvalho, CPF 527.634.723-97, data nasc. 04/01/1983.",1
"Solicito correção de dados cadastrais. Nome: Juliana Carvalho Rodrigues, CPF: 234.427.250-03. Dados incorretos no sistema.",1
"Sou Eduardo Alves Fernandes, portador do CPF 003.891.079-99. Gostaria de saber o andamento do meu requerimento.",1
Gostaria de obter dados sobre passagens no Distrito Federal.,0
Solicito informações sobre o planejamento estratégico da Controladoria-Geral do DF.,0
Peço acesso aos relatórios de gestão do programa Programa de Merenda Escolar.,0
Peço acesso ao projeto executivo da obra Modernização do Sistema de Esgoto.,0
Peço acesso aos gastos com cartão corporativo da Secretaria de Transporte e Mobilidade.,0
"Dados pessoais: Nome: Fernando Almeida Pinto, CPF: 036.026.649-53, RG: 23.809.909-0, Data Nasc: 03/03/1973. Endereço: Av. CLN, nº 6006, Núcleo Bandeirante, Brasília-DF - CEP 71392-880. Contato: (71) 996278-4701 / fernando@hotmail.com.",1
"Sou Noah Pinto Batista, CPF 939.179.916-75, RG 35.083.265-3. Telefone: (81) 998591-3130. Email: noah@gmail.com. Moro em Qd CLN, nº 1876, Samambaia, Brasília-DF - CEP 71740-988. Solicito informações sobre meu benefício.",1
Peço acesso aos indicadores de desempenho da Controladoria-Geral do DF.,0
Peço acesso à relação de servidores que receberam gratificação no mês de janeiro de 2025.,0
Nome: Camila Ferreira Torres. Telefone: (31) 999435-9717. Email: camila@yahoo.com.br. Solicito informações sobre meu cadastro.,1
Peço acesso aos indicadores de desempenho da Secretaria de Meio Ambiente.,0
"Solicito a exclusão dos meus dados pessoais. Nome: Beatriz Bezerra Ramos, CPF: 147.297.903-67, RG 71.932.821-0.",1
Solicito informações sobre o atendimento na Secretaria de Agricultura no ano de 2025.,0
Meu nome é Adriana Araújo Correia. Contato: (11) 991972-2250 / adriana@outlook.com. Gostaria de informações sobre meu processo.,1
"Solicito informações sobre o quadro de servidores lotados na Secretaria de Meio Ambiente, por cargo e função.",0
Gostaria de obter o relatório de execução orçamentária da Secretaria de Obras do DF referente ao 2025.,0
Solicito informações sobre o cronograma físico-financeiro da obra Implantação do Parque.,0
Solicito informações sobre o cronograma físico-financeiro da obra Construção do Centro Esportivo.,0
Solicito cópia do contrato nº 43361/2021 firmado entre a Procuradoria-Geral do DF e a empresa Tecnologia Avançada.,0
"Peço atualização do meu endereço. Nome: Lucas Batista Freitas, CPF: 460.423.611-98. Novo endereço: Alameda das Acácias, nº 4181, Asa Sul, Brasília-DF - CEP 72060-406.",1
Solicito informações sobre as despesas com diárias da Secretaria de Saúde do DF no ano de 2019.,0
"Peço informações sobre o cadastro do meu dependente Beatriz Torres Vieira, CPF 159.696.805-24, data nasc. 10/02/1982.",1
"Solicito informações sobre o quadro de servidores lotados na Procuradoria-Geral do DF, por cargo e função.",0
"Me chamo Mariana Barbosa Silva, CPF 618.497.958-27, Título de Eleitor 763688842572. Solicito informações sobre minha zona eleitoral.",1
"Peço a anonimização dos meus dados. Dados: Nome Tiago Machado Santos, CPF 530.957.645-29, Email tiago@bol.com.br.",1
"Sou Valentina Oliveira Torres, portador do CPF 907.852.994-67. Gostaria de saber o andamento do meu requerimento.",1
"Me chamo Ana Batista Ramos, CPF 596.465.215-84, Título de Eleitor 640919170669. Solicito informações sobre minha zona eleitoral.",1
Peço acesso às informações sobre a dotação orçamentária do programa Mais Médicos no ano de 2019.,0
Peço acesso aos relatórios de gestão do programa Programa de Leite.,0
Nome: Isabela Moraes Andrade. Telefone: (51) 999511-5381. Email: isabela@gmail.com. Solicito informações sobre meu cadastro.,1
"Dados pessoais: Nome: Francisco Reis Monteiro, CPF: 110.909.073-03, RG: 95.022.855-6, Data Nasc: 04/04/1959. Endereço: Conjunto das Acácias, nº 5960, Noroeste, Brasília-DF - CEP 71645-800. Contato: (41) 992745-5289 / francisco@bol.com.br.",1
Gostaria de obter o número de beneficiários do programa Bolsa Família em 2024.,0
"Peço informações sobre o cadastro do meu dependente Fernando Mendes Machado, CPF 087.273.778-06, data nasc. 16/11/1998.",1
Solicito informações sobre o cronograma físico-financeiro da obra Implantação do Parque.,0
"Solicito correção de dados cadastrais. Nome: Davi Rodrigues Costa, CPF: 969.594.132-06. Dados incorretos no sistema.",1
Solicito dados estatísticos sobre o programa Segurança Alimentar no Distrito Federal.,0
Gostaria de obter a ata de julgamento da licitação nº 38/2022 da Secretaria de Transporte e Mobilidade.,0
"Me chamo Lucas Monteiro Batista, CPF 260.857.660-50 e RG 38.366.217-7. Peço informações sobre meu benefício.",1
"Solicito correção de dados cadastrais. Nome: Gustavo Silva Carvalho, CPF: 791.543.911-13. Dados incorretos no sistema.",1
Meu nome é Lúcia Andrade Costa e meu CPF é 098.083.668-99. Solicito informações sobre meu processo administrativo nº 61802/2021.,1
"Peço atualização do meu endereço. Nome: Matheus Teixeira Batista, CPF: 491.281.454-70. Novo endereço: Alameda Minas Gerais, nº 2952, Samambaia, Brasília-DF - CEP 70566-916.",1
"Sou Bianca Vieira Moraes, portador da CNH nº 63725776352 e CPF 558.604.203-74. Peço informações sobre meu cadastro no DETRAN.",1
Meu nome é Bianca Campos Ferreira e meu CPF é 150.647.566-31. Solicito informações sobre meu processo administrativo nº 94968/2022.,1
"Sou Leonardo Reis Fernandes, portador da CNH nº 22835417625 e CPF 624.930.315-47. Peço informações sobre meu cadastro no DETRAN.",1
Solicito cópia do contrato nº 87846/2022 firmado entre a Procuradoria-Geral do DF e a empresa Construtora Planalto Ltda.,0
"Sou Paulo Costa Almeida, portador do PIS 305.03682.90-3 e CPF 897.386.382-75. Peço informações sobre meu PIS.",1
"Me chamo Mateus Teixeira Moreira, CPF 502.838.937-37, Título de Eleitor 129531496455. Solicito informações sobre minha zona eleitoral.",1
Gostaria de obter o relatório de gestão da Secretaria de Esporte e Lazer de 2026.,0
"Gostaria de obter informações sobre o benefício da minha mãe Gustavo Fernandes Torres, CPF 687.256.814-35.",1
Solicito informações sobre o resultado da licitação nº 86/2019 realizada pela Secretaria de Assistência Social.,0
"Gostaria de obter informações sobre todos os contratos ativos da Secretaria de Transporte e Mobilidade com valores superiores a R$ 100.000,00.",0
Nome: Paulo Machado Ferreira. Telefone: (51) 992691-5352. Email: paulo@bol.com.br. Solicito informações sobre meu cadastro.,1
Peço acesso aos gastos com cartão corporativo da Secretaria de Meio Ambiente.,0
Peço acesso às informações sobre a dotação orçamentária do programa Mais Médicos no ano de 2026.,0
Peço acesso aos termos de referência e edital da licitação nº 49/2026 da Defensoria Pública do DF.,0
Peço acesso aos indicadores de desempenho da Secretaria de Assistência Social.,0
"Gostaria de obter informações sobre o benefício da minha mãe Priscila Reis Dias, CPF 692.444.452-04.",1
Peço acesso aos termos de referência e edital da licitação nº 1/2021 da Controladoria-Geral do DF.,0
Meu nome é Daniel Araújo Santos e meu CPF é 691.136.554-69. Solicito informações sobre meu processo administrativo nº 59100/2026.,1
Gostaria de obter dados sobre meio ambiente no Distrito Federal.,0
Solicito informações sobre o resultado da licitação nº 29/2025 realizada pela Secretaria de Fazenda do DF.,0
"Gostaria de exercer meu direito ao esquecimento. CPF: 697.430.527-39, Nome: Antônio Pereira Moreira.",1
Peço acesso à relação de servidores que receberam gratificação no mês de janeiro de 2023.,0
"Me chamo Théo Santos Monteiro, portador do CPF 777.146.578-12 e RG 92.154.413-3. Endereço: Avenida das Flores, nº 6175, Sudoeste, Brasília-DF - CEP 71222-746. Telefone: (21) 996740-1875. Gostaria de informações.",1
"Me chamo Ana Almeida Reis, portador do CPF 979.503.524-00 e RG 98.494.430-2. Endereço: Alameda do Sol, nº 4983, Candangolândia, Brasília-DF - CEP 72725-396. Telefone: (81) 995154-6294. Gostaria de informações.",1
Solicito informações sobre o atendimento na Controladoria-Geral do DF no ano de 2019.,0
Peço acesso aos documentos de habilitação do vencedor da licitação nº 63/2022.,0
"Sou Matheus Lima Correia, titular do CPF 893.745.662-14 e título de eleitor nº 532733987611. Gostaria de informações eleitorais.",1
Solicito informações sobre o planejamento estratégico da Secretaria de Assistência Social.,0
Peço acesso à relação de servidores que receberam gratificação no mês de fevereiro de 2025.,0
"Gostaria de alterar meu email cadastrado. Nome: Felipe Almeida Vieira, CPF: 676.281.099-34. Novo email: felipe@gmail.com.",1
"Meu nome é Pedro Cavalcanti Araújo, CNH 83461050013, CPF 415.220.778-71. Solicito informações sobre multas de trânsito.",1
"Me chamo Tiago Gomes Fernandes, CPF 900.964.478-26, Título de Eleitor 677187360896. Solicito informações sobre minha zona eleitoral.",1
Meu nome é Théo Andrade Silva e meu CPF é 462.598.589-73. Solicito informações sobre meu processo administrativo nº 29406/2025.,1
"Me chamo Jaqueline Alves Almeida, portador do CPF 156.260.283-74 e RG 15.635.448-5. Endereço: Qd da Paz, nº 8539, Lago Norte, Brasília-DF - CEP 72804-294. Telefone: (61) 994230-3421. Gostaria de informações.",1
"Sou Amanda Bezerra Ramos, portador do RG 60.124.798-4 e CPF 769.940.083-63. Gostaria de obter cópia do meu processo.",1
Peço acesso ao projeto executivo da obra Reforma da Biblioteca.,0
"Sou Débora Andrade Araújo, titular do CPF 321.682.419-53 e título de eleitor nº 729242999063. Gostaria de informações eleitorais.",1
Nome: Daniel Fernandes Barbosa. CPF: 289.214.155-99. Solicito acesso aos meus dados cadastrais no sistema da Secretaria de Meio Ambiente.,1
"Me chamo Ingrid Lima Moraes, CPF 980.682.132-79, Título de Eleitor 251858237918. Solicito informações sobre minha zona eleitoral.",1
Gostaria de obter o relatório de gestão da Secretaria de Transporte e Mobilidade de 2020.,0
"Solicito a exclusão dos meus dados pessoais. Nome: Caleb Dias Monteiro, CPF: 706.767.379-86, RG 31.892.605-7.",1
"Peço a anonimização dos meus dados. Dados: Nome Yasmin Barbosa Cardoso, CPF 749.521.080-07, Email yasmin@bol.com.br.",1
"Me chamo Marcos Costa Oliveira, CPF 774.108.571-96, Título de Eleitor 429504959756. Solicito informações sobre minha zona eleitoral.",1
"Gostaria de alterar meu email cadastrado. Nome: Lúcia Reis Pereira, CPF: 620.332.076-50. Novo email: lucia@hotmail.com.",1
"Solicito a exclusão dos meus dados pessoais. Nome: José Souza Cavalcanti, CPF: 953.018.754-85, RG 72.669.658-0.",1
Nome: Gustavo Cardoso Almeida. CPF: 579.192.912-91. Solicito acesso aos meus dados cadastrais no sistema da Departamento de Trânsito.,1
Nome: José Batista Oliveira. CPF: 535.275.936-91. Solicito acesso aos meus dados cadastrais no sistema da Procuradoria-Geral do DF.,1
Gostaria de obter fotos atualizadas das obras em execução pela Defensoria Pública do DF.,0
Peço acesso aos gastos com cartão corporativo da Secretaria de Assistência Social.,0
Peço acesso aos relatórios de gestão do programa Programa de Erradicação do Trabalho Infantil.,0
Solicito dados estatísticos sobre o programa Cadastro Único no Distrito Federal.,0
"Solicito informações sobre o quadro de servidores lotados na Secretaria de Ciência e Tecnologia, por cargo e função.",0
"Solicito correção de dados cadastrais. Nome: André Almeida Moraes, CPF: 056.823.365-42. Dados incorretos no sistema.",1
Meu nome é Leonardo Nascimento Santos e meu CPF é 666.049.157-00. Solicito informações sobre meu processo administrativo nº 67015/2025.,1
Nome: Carolina Correia Costa. CPF: 673.244.428-03. Solicito acesso aos meus dados cadastrais no sistema da Controladoria-Geral do DF.,1
Gostaria de obter fotos atualizadas das obras em execução pela Companhia de Saneamento Ambiental.,0
Gostaria de obter a ata de julgamento da licitação nº 22/2026 da Secretaria de Saúde do DF.,0
"Solicito informações sobre o quadro de servidores lotados na Procuradoria-Geral do DF, por cargo e função.",0
"Dados pessoais: Nome: Henry Fernandes Pereira, RG: 92.136.021-5, CPF: 901.092.604-49. Solicito informações sobre minha aposentadoria.",1
Meu nome é Beatriz Rodrigues Cardoso. Contato: (21) 998207-7686 / beatriz@uol.com.br. Gostaria de informações sobre meu processo.,1
Gostaria de obter o relatório de gestão da Secretaria de Meio Ambiente de 2025.,0
Gostaria de obter dados sobre educação no Distrito Federal.,0
"Solicito correção de dados cadastrais. Nome: Gabriel Machado Carvalho, CPF: 997.122.834-37. Dados incorretos no sistema.",1
Peço acesso aos indicadores de desempenho da Secretaria de Meio Ambiente.,0
Gostaria de obter a folha de pagamento consolidada da Companhia de Saneamento Ambiental referente a junho de 2020.,0
Gostaria de obter a relação de passagens aéreas adquiridas pela Controladoria-Geral do DF em 2020.,0
Peço acesso aos relatórios de gestão do programa Programa de Habitação.,0
"Sou Beatriz Lima Monteiro, portador do PIS 567.68403.71-4 e CPF 948.413.529-37. Peço informações sobre meu PIS.",1
"Peço informações sobre o cadastro do meu dependente Fernando Almeida Monteiro, CPF 864.022.948-10, data nasc. 28/07/1985.",1
"Dados pessoais: Nome: André Torres Reis, CPF: 437.059.788-96, RG: 58.472.005-0, Data Nasc: 14/04/1993. Endereço: Quadra das Acácias, nº 3406, Asa Norte, Brasília-DF - CEP 72876-862. Contato: (21) 994811-7909 / andre@uol.com.br.",1
"Meu nome é Bruna Correia Mendes, CNH 78212697046, CPF 462.878.132-02. Solicito informações sobre multas de trânsito.",1
Solicito informações sobre o atendimento na Secretaria de Cultura no ano de 2019.,0
Meu nome é Helena Araújo Almeida. Contato: (41) 993200-9870 / helena@bol.com.br. Gostaria de informações sobre meu processo.,1
Gostaria de obter dados sobre economia no Distrito Federal.,0
Peço acesso à relação de servidores que receberam gratificação no mês de junho de 2024.,0
Gostaria de obter a relação de passagens aéreas adquiridas pela Secretaria de Assistência Social em 2023.,0
"Peço informações sobre o cadastro do meu dependente Helena Dias Fernandes, CPF 185.310.683-63, data nasc. 10/10/1994.",1
"Peço informações sobre o cadastro do meu dependente Gustavo Campos Nascimento, CPF 491.053.887-91, data nasc. 04/02/1985.",1
Solicito informações sobre o cronograma físico-financeiro da obra Construção da Ciclovia.,0
Gostaria de obter a relação de passagens aéreas adquiridas pela Tribunal de Contas do DF em 2020.,0
"Gostaria de exercer meu direito ao esquecimento. CPF: 003.116.919-86, Nome: João Araújo Nunes.",1
"Dados pessoais: Nome: Cristina Andrade Cardoso, RG: 81.019.324-5, CPF: 904.555.176-49. Solicito informações sobre minha aposentadoria.",1
"Peço a anonimização dos meus dados. Dados: Nome Helena Ribeiro Cardoso, CPF 725.427.145-25, Email helena@outlook.com.",1
Peço acesso aos gastos com cartão corporativo da Secretaria de Fazenda do DF.,0
"Sou Melissa Pereira Silva, portador do PIS 179.85569.37-6 e CPF 104.780.856-05. Peço informações sobre meu PIS.",1
Peço acesso aos relatórios de gestão do programa Programa de Merenda Escolar.,0
"Peço a anonimização dos meus dados. Dados: Nome Eliane Moraes Cavalcanti, CPF 380.881.117-06, Email eliane@yahoo.com.br.",1
Peço acesso aos gastos com cartão corporativo da Tribunal de Contas do DF.,0
Gostaria de obter a ata de julgamento da licitação nº 19/2019 da Secretaria de Transporte e Mobilidade.,0
"Dados pessoais: Nome: Caleb Nunes Correia, RG: 45.361.767-6, CPF: 733.896.676-10. Solicito informações sobre minha aposentadoria.",1
Meu nome é Laura Cavalcanti Dias e meu CPF é 144.166.368-14. Solicito informações sobre meu processo administrativo nº 89306/2023.,1
"Meu nome é Marcos Batista Ferreira, PIS/PASEP 531.33020.70-6, CPF 862.040.769-49. Solicito informações sobre meu FGTS.",1
Solicito informações sobre o atendimento na Secretaria de Agricultura no ano de 2020.,0
"Gostaria de obter informações sobre o benefício da minha mãe Lucas Araújo Mendes, CPF 857.082.836-53.",1
"Meu nome é Bernardo Batista Ramos, CNH 20469201108, CPF 913.806.754-48. Solicito informações sobre multas de trânsito.",1
Peço acesso aos documentos de habilitação do vencedor da licitação nº 4/2021.,0
"Sou Davi Barbosa Silva, portador da CNH nº 53424455127 e CPF 721.795.742-74. Peço informações sobre meu cadastro no DETRAN.",1
Peço acesso às informações sobre a dotação orçamentária do programa Programa de Alfabetização no ano de 2024.,0
Meu nome é Marcos Monteiro Moreira e meu CPF é 301.404.510-13. Solicito informações sobre meu processo administrativo nº 63921/2025.,1
"Gostaria de obter informações sobre o benefício da minha mãe Davi Cardoso Dias, CPF 397.110.636-62.",1
