pedido,contem_dados_pessoais
"Solicito acesso integral aos autos do Processo SEI 08948-74483766/2005-81, com urgência.",0
"Sou Leonardo Torres Almeida, portador do PIS 524.63814.27-2 e CPF 932.773.700-89. Peço informações sobre meu PIS.",1
"Sou Lorenzo Moraes Mendes, titular do CPF 474.217.622-72 e título de eleitor nº 437975888811. Gostaria de informações eleitorais.",1
"Solicito acesso integral aos autos do Processo SEI 17526-03634888/2019-02, com urgência.",0
CPF: 658.600.907-30. Solicito informações sobre meu cadastro.,1
Nota fiscal: 86729580475. Solicito dados consolidados.,0
"Gostaria de exercer meu direito ao esquecimento. CPF: 587.984.250-99, Nome: João Nunes Reis.",1
Gostaria de obter o relatório de gestão da Secretaria de Transporte e Mobilidade de 2024.,0
CNPJ do órgão: 12.345.678/0001-90 (informação institucional).,0
"Meu nome é Antônia Cardoso Mendes, PIS/PASEP 372.46566.90-1, CPF 980.540.354-89. Solicito informações sobre meu FGTS.",1
"Dados pessoais: Nome: Matheus Almeida Moraes, RG: 69.342.030-3, CPF: 717.233.809-03. Solicito informações sobre minha aposentadoria.",1
Peço acesso aos termos de referência e edital da licitação nº 5/2019 da Companhia de Saneamento Ambiental.,0
Número Interno 46453563182. Solicito esclarecimentos.,0
Matrícula 39191658. Solicito registros de frequência (consolidado).,0
"Sou Ana Pereira Gomes, portador do PIS 949.83454.56-2 e CPF 145.884.567-25. Peço informações sobre meu PIS.",1
E-mail: eduardo.almeida@outlook.com. Solicito acesso às minhas informações.,1
Documento/Empenho Nº 2026NE15002. Solicito confirmação de recebimento.,0
Documento/Empenho Nº 2020NE35427. Solicito confirmação de recebimento.,0
"Me chamo Marcos Moraes Correia, CPF 025.915.613-20, Título de Eleitor 090678777559. Solicito informações sobre minha zona eleitoral.",1
"Gostaria de obter informações sobre todos os contratos ativos da Secretaria de Ciência e Tecnologia com valores superiores a R$ 100.000,00.",0
"Solicito a exclusão dos meus dados pessoais. Nome: Manuela Andrade Moraes, CPF: 797.687.923-53, RG 89.685.854-4.",1
Data do evento: 01/01/2026. Solicito agenda.,0
Meu nome é Eduardo Gomes Ribeiro. Solicito informações sobre meu processo.,1
Meu nome é Adriana Barbosa Ribeiro. Contato: (81) 994035-2009 / adriana@gmail.com. Gostaria de informações sobre meu processo.,1
"Sou Lorena Carvalho Santos, portador do CPF 162.055.137-30. Gostaria de saber o andamento do meu requerimento.",1
"Peço atualização do meu endereço. Nome: Tiago Correia Vieira, CPF: 263.494.590-67. Novo endereço: Alameda Minas Gerais, nº 170, Lago Norte, Brasília-DF - CEP 70027-665.",1
Número Interno 65598987585. Solicito esclarecimentos.,0
Peço informações sobre o calendário de audiências públicas.,0
PIS: 700.01269.63-9. Solicito informações sobre meu PIS.,1
Matrícula 92686772. Solicito registros de frequência (consolidado).,0
"Dados pessoais: Nome: Vanessa Barbosa Souza, RG: 22.684.816-1, CPF: 603.156.449-15. Solicito informações sobre minha aposentadoria.",1
Solicito informações sobre as despesas com diárias da Instituto de Previdência do DF no ano de 2021.,0
Solicito informações sobre o resultado da licitação nº 22/2019 realizada pela Secretaria de Educação do DF.,0
Solicito a exclusão dos meus dados pessoais. Nome: Ana Barbosa Ribeiro.,1
"Meu nome é Juliana Oliveira Carvalho, CNH 64901324951, CPF 676.706.363-00. Solicito informações sobre multas de trânsito.",1
"Contato do setor: 99999-9999 (ramal), para dúvidas gerais.",0
"Gostaria de alterar meu email cadastrado. Nome: Karina Moreira Dias, CPF: 171.003.308-82. Novo email: karina@hotmail.com.",1
"Me chamo Fabio Dias Nascimento, CPF 172.315.640-03 e RG 71.301.897-8. Peço informações sobre meu benefício.",1
"Meu endereço é SQN 112, nº 8924. Solicito atualização.",1
Solicito ocorrência atendida pelo CBMDF de nº 2015391318954939.,0
Nome: Enzo Alves Batista. Telefone: (81) 994957-2279. Email: enzo@gmail.com. Solicito informações sobre meu cadastro.,1
Solicito cópia do contrato nº 48946/2023 firmado entre órgãos do DF.,0
"Meu endereço é Travessa Beira Rio, nº 9553. Solicito atualização.",1
"Solicito informações sobre o quadro de servidores lotados na Secretaria de Agricultura, por cargo e função.",0
Solicito informações sobre o planejamento estratégico da Secretaria de Ciência e Tecnologia.,0
PIS: 267.48296.86-1. Solicito informações sobre meu PIS.,1
Solicito informações sobre a frota oficial e manutenção.,0
"Meu endereço é Avenida Central, nº 3326. Solicito atualização.",1
Protocolo: 09925634120. Solicito andamento do processo.,0
Peço informações sobre o calendário de audiências públicas.,0
Meu nome é Gustavo Ribeiro Vieira. Solicito informações sobre meu processo.,1
Peço acesso à relação de servidores que receberam gratificação no mês de setembro de 2026.,0
CPF: 134.937.047-98. Solicito informações sobre meu cadastro.,1
"Solicito correção de dados cadastrais. Nome: Camila Moreira Monteiro, CPF: 653.496.254-38. Dados incorretos no sistema.",1
Protocolo: 31502813443. Solicito andamento do processo.,0
Peço acesso à relação de servidores que receberam gratificação no mês de setembro de 2019.,0
"Solicito correção de dados cadastrais. Nome: Yasmin Costa Cardoso, CPF: 956.341.430-63. Dados incorretos no sistema.",1
ID do contrato: 96571392. Solicito aditivos.,0
Solicito ocorrência atendida pelo PMDF de nº 2006058836533876.,0
"Gostaria de obter informações sobre o benefício da minha mãe Fernando Oliveira Cardoso, CPF 011.645.817-83.",1
Gostaria de saber quantos contratos foram firmados em 2020.,0
Contato: (94) 91419-9260. Solicito retorno.,1
Solicito retificação cadastral. Meu CPF é 419.230.150-44.,1
"Gostaria de alterar meu email cadastrado. Nome: Yasmin Moraes Almeida, CPF: 344.359.682-74. Novo email: yasmin@uol.com.br.",1
"Dados pessoais: Nome: Mateus Torres Pinto, RG: 36.247.072-8, CPF: 436.826.048-12. Solicito informações sobre minha aposentadoria.",1
Peço informações sobre o calendário de audiências públicas.,0
"Meu endereço é Rua do Sol, nº 1409. Solicito atualização.",1
Solicito ocorrência atendida pelo CBMDF de nº 2024503370348327.,0
E-mail: beatriz.martins@outlook.com. Solicito acesso às minhas informações.,1
CPF: 807.397.015-50. Solicito informações sobre meu cadastro.,1
PIS: 693.77116.19-3. Solicito informações sobre meu PIS.,1
Solicito informações sobre o planejamento estratégico da Companhia de Saneamento Ambiental.,0
"Sou Amanda Rodrigues Cardoso, titular do CPF 881.971.717-42 e título de eleitor nº 867566378932. Gostaria de informações eleitorais.",1
Solicito retificação cadastral. Meu CPF é 639.937.111-22.,1
Protocolo: 54949539118. Solicito andamento do processo.,0
Me chamo Maria Vieira Costa. Solicito acesso aos autos do meu processo SEI.,1
Gostaria de obter a ata de julgamento da licitação nº 16/2023 da Companhia de Saneamento Ambiental.,0
"Meu endereço é SQN 112, nº 1305. Solicito atualização.",1
Solicito a exclusão dos meus dados pessoais. Nome: Eduardo Oliveira Nunes.,1
Solicito a exclusão dos meus dados pessoais. Nome: Paulo Araújo Martins.,1
PIS/PASEP 148.50275.90-8. Solicito atualização cadastral.,1
Solicito informações sobre o atendimento na Secretaria de Desenvolvimento Econômico no ano de 2025.,0
CPF: 542.274.974-00. Solicito informações sobre meu cadastro.,1
ID do contrato: 15021267. Solicito aditivos.,0
Nota fiscal: 33583655928. Solicito dados consolidados.,0
PIS/PASEP 012.50390.44-2. Solicito atualização cadastral.,1
"Solicito informações sobre o quadro de servidores lotados na Secretaria de Desenvolvimento Econômico, por cargo e função.",0
Meu nome é Adriana Andrade Costa e meu CPF é 072.926.146-80. Solicito informações sobre meu processo administrativo nº 40382/2025.,1
Gostaria de saber quantos contratos foram firmados em 2021.,0
"Peço informações sobre o cadastro do meu dependente Débora Araújo Barbosa, CPF 899.518.243-15, data nasc. 09/06/1975.",1
Contato: (75) 92145-7843. Solicito retorno.,1
Gostaria de obter dados sobre cotas parlamentares no Distrito Federal.,0
Solicito informações sobre a licitação nº 120/2021.,0
"Sou Fernanda Dias Alves, portador do CPF 357.224.704-73. Gostaria de saber o andamento do meu requerimento.",1
Peço acesso aos indicadores de desempenho da Procuradoria-Geral do DF.,0
"Peço informações sobre o cadastro do meu dependente Isabela Dias Freitas, CPF 221.342.879-42, data nasc. 17/12/1975.",1
Sou Laura Dias Oliveira. Telefone para contato: (81) 993468-8650. Email: laura@yahoo.com.br. Peço informações.,1
Solicito dados estatísticos sobre o programa Programa de Assistência Farmacêutica no Distrito Federal.,0
"Sou Luciana Martins Pereira, titular do CPF 582.063.661-99 e título de eleitor nº 564765358205. Solicito informações eleitorais.",1
"Solicito acesso integral aos autos do Processo SEI 12949-49871800/2016-64, com urgência.",0
"Sou Samuel Cavalcanti Vieira, portador do RG 73.145.770-X e CPF 739.351.570-96. Gostaria de obter cópia do meu processo.",1
"Dados pessoais: Nome Thiago Oliveira Lima, CPF 432.982.733-68, Email thiago.lima@hotmail.com. Solicito anonimização.",1
CPF: 670.683.353-30. Solicito informações sobre meu cadastro.,1
"Sou Fernanda Souza Torres, titular do CPF 761.829.568-95 e título de eleitor nº 336079225246. Gostaria de informações eleitorais.",1
Peço acesso aos relatórios de gestão do programa Programa de Emprego.,0
"Sou Fabio Vieira Teixeira, titular do CPF 131.996.195-92 e título de eleitor nº 070371369670. Gostaria de informações eleitorais.",1
Solicito cópia do contrato nº 89036/2024 firmado entre a Secretaria de Desenvolvimento Econômico e a empresa Consultoria Capital.,0
"Meu endereço é Avenida Central, nº 9676. Solicito atualização.",1
"Sou Larissa Mendes Dias, titular do CPF 398.985.048-20 e título de eleitor nº 346876237028. Gostaria de informações eleitorais.",1
Peço acesso aos termos de referência e edital da licitação nº 42/2025 da Secretaria de Cultura.,0
Meu nome é Paulo Souza Santos. Solicito informações sobre meu processo.,1
"Gostaria de exercer meu direito ao esquecimento. CPF: 979.911.158-79, Nome: Francisco Dias Alves.",1
"Me chamo Samuel Ferreira Moraes, portador do CPF 390.323.100-20 e RG 09.373.234-X. Endereço: Avenida da Paz, nº 3800, Lago Norte, Brasília-DF - CEP 73561-826. Telefone: (61) 996101-1044. Gostaria de informações.",1
Meu nome é José Costa Mendes e meu CPF é 637.825.208-40. Solicito informações sobre meu processo administrativo nº 22703/2024.,1
"Me chamo Pedro Santos Monteiro, CPF 383.791.965-03 e RG 67.307.636-7. Peço informações sobre meu benefício.",1
Solicito informações sobre o atendimento na Secretaria de Cultura no ano de 2020.,0
"Endereço: Quadra L2 Sul, Asa Sul, Brasília-DF. CEP 67473-201. Solicito atualização cadastral.",1
PIS: 901.82785.08-7. Solicito informações sobre meu PIS.,1
"Solicito informações sobre o processo do meu pai Jaqueline Correia Rodrigues, CPF 932.074.286-30, RG 97.501.160-X.",1
Peço acesso às informações sobre a dotação orçamentária do programa Programa de Transporte Escolar no ano de 2021.,0
"Gostaria de exercer meu direito ao esquecimento. CPF: 697.723.097-50, Nome: José Bezerra Campos.",1
"Sou Camila Cardoso Barbosa, titular do CPF 756.369.764-02 e título de eleitor nº 323405378292. Solicito informações eleitorais.",1
Meu nome é Enzo Oliveira Ribeiro. Contato: (11) 992749-6403 / enzo@gmail.com. Gostaria de informações sobre meu processo.,1
Solicito cópia do contrato nº 64593/2020 firmado entre a Controladoria-Geral do DF e a empresa Construtora Horizonte.,0
Gostaria de obter a folha de pagamento consolidada da Secretaria de Educação do DF referente a fevereiro de 2024.,0
Telefone: 28 93952 4448. Solicito retorno.,1
Solicito informações sobre a licitação nº 46/2020.,0
Solicito informações sobre o planejamento estratégico da Tribunal de Contas do DF.,0
Peço acesso às informações sobre a dotação orçamentária do programa Segurança Alimentar no ano de 2023.,0
"Meu nome é Isabela Silva Santos, CNH 49227269747, CPF 333.581.973-01. Solicito informações sobre multas de trânsito.",1
Meu nome é Noah Silva Monteiro e meu CPF é 802.942.566-01. Solicito informações sobre meu processo administrativo nº 84987/2021.,1
PIS: 489.32317.48-4. Solicito informações sobre meu PIS.,1
Peço acesso aos termos de referência e edital da licitação nº 96/2025 da Secretaria de Meio Ambiente.,0
CNPJ do órgão: 12.345.678/0001-90 (informação institucional).,0
"Endereço: Travessa Beira Rio, Santa Maria, Brasília-DF. CEP 89631-590. Solicito atualização cadastral.",1
Peço acesso aos relatórios de gestão do programa Programa de Merenda Escolar.,0
Data do evento: 01/01/2026. Solicito agenda.,0
Número Interno 78580237091. Solicito esclarecimentos.,0
"Gostaria de obter informações sobre todos os contratos ativos da Controladoria-Geral do DF com valores superiores a R$ 100.000,00.",0
Solicito retificação cadastral. Meu CPF é 365.495.455-36.,1
Gostaria de obter a relação de passagens aéreas adquiridas pela Secretaria de Meio Ambiente em 2026.,0
E-mail: ana.teixeira@uol.com.br. Solicito acesso às minhas informações.,1
"Dados pessoais: Nome: Karina Gomes Oliveira, RG: 38.884.994-0, CPF: 866.683.577-09. Solicito informações sobre minha aposentadoria.",1
Número Interno 18946415957. Solicito esclarecimentos.,0
"Solicito correção de dados cadastrais. Nome: André Araújo Vieira, CPF: 458.671.450-69. Dados incorretos no sistema.",1
Gostaria de obter o relatório de gestão da Secretaria de Transporte e Mobilidade de 2019.,0
Solicito informações sobre a licitação nº 93/2022.,0
Peço acesso aos gastos com cartão corporativo da Secretaria de Ciência e Tecnologia.,0
"Meu nome é Maria Souza Rodrigues, CNH 59815331808, CPF 667.496.845-56. Solicito informações sobre multas de trânsito.",1
Solicito dados estatísticos sobre o programa Programa de Assistência Farmacêutica no Distrito Federal.,0
CPF: 286.834.535-29. Solicito informações sobre meu cadastro.,1
"Solicito correção de dados cadastrais. Nome: Laura Moreira Vieira, CPF: 318.531.656-89. Dados incorretos no sistema.",1
"Meu nome é Francisca Dias Oliveira, CNH 29106699009, CPF 613.784.276-29. Solicito informações sobre multas de trânsito.",1
"Sou Fabio Costa Almeida, portador do PIS 156.37310.09-6 e CPF 778.566.243-61. Peço informações sobre meu PIS.",1
Matrícula 72769956. Solicito registros de frequência (consolidado).,0
CNPJ do órgão: 12.345.678/0001-90 (informação institucional).,0
Peço acesso às informações sobre a dotação orçamentária do programa Programa de Habitação no ano de 2021.,0
Peço informações sobre o calendário de audiências públicas.,0
Por qual motivo o Processo SEI nº 04261-45272973/2002-52 não foi atendido até o presente momento?,0
Gostaria de saber quantos contratos foram firmados em 2020.,0
Gostaria de obter a folha de pagamento consolidada da Secretaria de Meio Ambiente referente a novembro de 2021.,0
"Sou Francisca Bezerra Silva, portador do RG 15.952.533-6 e CPF 369.817.559-20. Gostaria de obter cópia do meu processo.",1
Protocolo: 61820781811. Solicito andamento do processo.,0
Solicito dados estatísticos sobre o programa Capacitação Profissional no Distrito Federal.,0
IPTU nº 608298180. Solicito planta do imóvel (sem dados pessoais).,0
"Me chamo Manuela Monteiro Martins, CPF 401.384.361-77 e RG 76.269.569-1. Peço informações sobre meu benefício.",1
"Solicito correção de dados cadastrais. Nome: Gustavo Martins Moraes, CPF: 590.359.472-74. Dados incorretos no sistema.",1
Solicito informações sobre a licitação nº 71/2018.,0
"Meu nome é Gustavo Silva Almeida, PIS/PASEP 488.65425.56-5, CPF 833.001.751-60. Solicito informações sobre meu FGTS.",1
PIS/PASEP 301.79821.09-5. Solicito atualização cadastral.,1
"Peço a anonimização dos meus dados. Dados: Nome Gisele Pinto Silva, CPF 395.444.909-90, Email gisele@yahoo.com.br.",1
IPTU nº 640269673. Solicito planta do imóvel (sem dados pessoais).,0
"Solicito acesso integral aos autos do Processo SEI 89357-22072393/2016-94, com urgência.",0
"Sou Paulo Silva Moraes, portador do RG 13.214.019-2 e CPF 911.036.704-76. Gostaria de obter cópia do meu processo.",1
"Solicito informações detalhadas sobre o orçamento da Secretaria de Ciência e Tecnologia para o exercício de 2026, incluindo despesas com pessoal e custeio.",0
"Peço a anonimização dos meus dados. Dados: Nome Mateus Mendes Ramos, CPF 149.385.937-42, Email mateus@gmail.com.",1
"Sou Gisele Nascimento Rodrigues, CPF 919.846.214-83, RG 28.610.630-2. Telefone: (71) 994421-1761. Email: gisele@uol.com.br. Moro em Avenida CLS, nº 2104, Candangolândia, Brasília-DF - CEP 73254-875. Solicito informações sobre meu benefício.",1
Gostaria de saber quantos contratos foram firmados em 2021.,0
Me chamo Beatriz Rodrigues Lima. Solicito acesso aos autos do meu processo SEI.,1
Peço informações sobre o calendário de audiências públicas.,0
Por qual motivo o Processo SEI nº 91323-28428882/2013-01 não foi atendido até o presente momento?,0
Solicito informações sobre as despesas com diárias da Secretaria de Assistência Social no ano de 2022.,0
Solicito informações sobre o cronograma físico-financeiro da obra Implantação do Parque.,0
"Sou Henry Dias Cavalcanti, CPF 373.139.012-40, RG 15.481.287-X. Telefone: (91) 998948-5986. Email: henry@bol.com.br. Moro em Conjunto EQN, nº 6322, Planaltina, Brasília-DF - CEP 71453-754. Solicito informações sobre meu benefício.",1
PIS/PASEP 804.81890.29-0. Solicito atualização cadastral.,1
"Sou Fernanda Nascimento Nunes, portador do CPF 330.667.512-10. Gostaria de saber o andamento do meu requerimento.",1
"Solicito a exclusão dos meus dados pessoais. Nome: Pedro Rodrigues Santos, CPF: 594.709.084-81, RG 29.164.785-0.",1
Meu e-mail é paulo.souza (at) yahoo.com.br. Solicito acesso às minhas informações.,1
"Sou Isabela Alves Costa, portador do RG 84.835.067-7 e CPF 876.653.531-00. Gostaria de obter cópia do meu processo.",1
"Endereço: SQN 112, Asa Norte, Brasília-DF. CEP 19748-690. Solicito atualização cadastral.",1
Solicito ocorrência atendida pelo PMDF de nº 2021842202032725.,0
"Meu endereço é Avenida Central, nº 3876. Solicito atualização.",1
"Me chamo Francisco Nascimento Correia, portador do CPF 093.342.710-78 e RG 50.908.971-7. Endereço: Av. W3 Norte, nº 5447, Ceilândia, Brasília-DF - CEP 70656-356. Telefone: (11) 993325-6400. Gostaria de informações.",1
Solicito informações sobre o resultado da licitação nº 50/2020 realizada pela Secretaria de Esporte e Lazer.,0
ID do contrato: 31828573. Solicito aditivos.,0
Protocolo: 07387211704. Solicito andamento do processo.,0
"Sou Bruno Ribeiro Costa, portador do CPF 357.625.111-11. Gostaria de saber o andamento do meu requerimento.",1
Gostaria de obter o relatório de execução orçamentária da Departamento de Trânsito referente ao 2020.,0
Solicito retificação cadastral. Meu CPF é 889.761.109-51.,1
Nota fiscal: 23364945118. Solicito dados consolidados.,0
"Solicito informações sobre o quadro de servidores lotados na Secretaria de Agricultura, por cargo e função.",0
Peço acesso aos termos de referência e edital da licitação nº 64/2020 da Companhia de Saneamento Ambiental.,0
Matrícula 82702972. Solicito registros de frequência (consolidado).,0
Solicito a exclusão dos meus dados pessoais. Nome: Beatriz Cardoso Barbosa.,1
Meu nome é Heitor Costa Vieira. Contato: (31) 991730-6544 / heitor@uol.com.br. Gostaria de informações sobre meu processo.,1
"Meu nome é Francisca Bezerra Gomes, PIS/PASEP 524.49395.72-9, CPF 859.266.208-72. Solicito informações sobre meu FGTS.",1
Por qual motivo o Processo SEI nº 14502-33904115/2003-56 não foi atendido até o presente momento?,0
Gostaria de obter fotos atualizadas das obras em execução pela Secretaria de Transporte e Mobilidade.,0
Peço acesso à relação de servidores que receberam gratificação no mês de janeiro de 2020.,0
Solicito ocorrência atendida pelo CBMDF de nº 2020500593955762.,0
Matrícula 71109073. Solicito registros de frequência (consolidado).,0
PIS/PASEP 906.95200.82-5. Solicito atualização cadastral.,1
Solicito informações sobre o resultado da licitação nº 69/2020 realizada pela Tribunal de Contas do DF.,0
Sou Valentina Gomes Batista. Telefone para contato: (61) 995332-5529. Email: valentina@uol.com.br. Peço informações.,1
Contato: (24) 92321-4168. Solicito retorno.,1
"Me chamo Valentina Bezerra Oliveira, CPF 511.019.456-48, Título de Eleitor 713865727485. Solicito informações sobre minha zona eleitoral.",1
"Gostaria de obter informações sobre o benefício da minha mãe Lorenzo Nascimento Dias, CPF 525.840.380-72.",1
Telefone: 55 97812 6855. Solicito retorno.,1
Solicito a exclusão dos meus dados pessoais. Nome: Isabela Rodrigues Santos.,1
ID do contrato: 42247642. Solicito aditivos.,0
"Peço informações sobre o cadastro do meu dependente Ingrid Vieira Oliveira, CPF 393.382.126-61, data nasc. 04/11/1974.",1
Gostaria de obter o número de beneficiários do programa Programa de Merenda Escolar em 2020.,0
"Gostaria de exercer meu direito ao esquecimento. CPF: 829.352.222-45, Nome: Amanda Torres Santos.",1
Solicito informações sobre a licitação nº 12/2019.,0
"Sou Isabela Souza Souza, titular do CPF 190.933.855-93 e título de eleitor nº 306165484131. Solicito informações eleitorais.",1
Solicito informações sobre o atendimento na Departamento de Trânsito no ano de 2026.,0
Peço acesso ao projeto executivo da obra Reforma do Teatro Municipal.,0
Gostaria de obter o número de beneficiários do programa Saúde da Família em 2019.,0
Meu nome é Ana Teixeira Vieira. Solicito informações sobre meu processo.,1
IPTU nº 541498713. Solicito planta do imóvel (sem dados pessoais).,0
Número Interno 26877539564. Solicito esclarecimentos.,0
Me chamo Rafael Nunes Oliveira. Solicito acesso aos autos do meu processo SEI.,1
Solicito ocorrência atendida pelo PMDF de nº 2010779297451718.,0
"Dados pessoais: Nome: Brenda Torres Moraes, CPF: 663.333.648-94, RG: 58.038.940-8, Data Nasc: 20/01/1975. Endereço: Av. da Paz, nº 4942, Noroeste, Brasília-DF - CEP 71378-839. Contato: (51) 999398-4804 / brenda@gmail.com.",1
Data do evento: 01/01/2026. Solicito agenda.,0
Gostaria de obter o relatório de execução orçamentária da Secretaria de Obras do DF referente ao 2025.,0
Gostaria de obter a relação de passagens aéreas adquiridas pela Secretaria de Agricultura em 2019.,0
Gostaria de obter o relatório de execução orçamentária da Companhia de Saneamento Ambiental referente ao 2021.,0
"Solicito acesso integral aos autos do Processo SEI 53702-58704282/2026-45, com urgência.",0
PIS: 644.03285.50-6. Solicito informações sobre meu PIS.,1
IPTU nº 669327340. Solicito planta do imóvel (sem dados pessoais).,0
Me chamo Rodrigo Silva Souza. Solicito acesso aos autos do meu processo SEI.,1
Solicito informações sobre a frota oficial e manutenção.,0
Peço acesso à relação de servidores que receberam gratificação no mês de fevereiro de 2022.,0
"Solicito informações sobre o processo do meu pai Pedro Rodrigues Andrade, CPF 347.016.541-67, RG 83.842.936-3.",1
E-mail: thiago.ribeiro@hotmail.com. Solicito acesso às minhas informações.,1
Gostaria de obter dados sobre folha de pagamento no Distrito Federal.,0
Telefone: 72 93276 6998. Solicito retorno.,1
Gostaria de obter a relação de passagens aéreas adquiridas pela Secretaria de Cultura em 2021.,0
Solicito informações sobre o atendimento na Secretaria de Saúde do DF no ano de 2023.,0
Solicito a exclusão dos meus dados pessoais. Nome: Maria Souza Vieira.,1
"Sou Tiago Pereira Carvalho, titular do CPF 889.609.402-08 e título de eleitor nº 817725069765. Gostaria de informações eleitorais.",1
"Dados pessoais: Nome Felipe Carvalho Vieira, CPF 221.711.607-05, Email felipe.vieira@yahoo.com.br. Solicito anonimização.",1
Gostaria de obter o relatório de gestão da Instituto de Previdência do DF de 2024.,0
Gostaria de obter a ata de julgamento da licitação nº 72/2023 da Secretaria de Agricultura.,0
Peço informações sobre o calendário de audiências públicas.,0
Nome: Juliana Carvalho Nunes. Solicito acesso aos meus dados cadastrais.,1
"Meu nome é Larissa Oliveira Cardoso, CNH 27782210217, CPF 703.211.920-44. Solicito informações sobre multas de trânsito.",1
Data do evento: 01/01/2026. Solicito agenda.,0
CPF: 990 768 633 69. Solicito informações.,1
Telefone: 84 99946 1898. Solicito retorno.,1
Nome: Carla Rodrigues Carvalho. Solicito acesso aos meus dados cadastrais.,1
Nota fiscal: 79040784223. Solicito dados consolidados.,0
CPF: 797 274 403 39. Solicito informações.,1
Solicito ocorrência atendida pelo CBMDF de nº 2013244578078833.,0
Peço acesso aos relatórios de gestão do programa Programa de Emprego.,0
"Sou Manuela Freitas Almeida, CPF 735.024.624-29, RG 51.097.753-2. Telefone: (71) 994732-3822. Email: manuela@uol.com.br. Moro em Conjunto Minas Gerais, nº 7512, Candangolândia, Brasília-DF - CEP 70368-238. Solicito informações sobre meu benefício.",1
"Meu nome é Manuela Gomes Bezerra, PIS/PASEP 707.91915.88-3, CPF 730.603.617-38. Solicito informações sobre meu FGTS.",1
Gostaria de obter o relatório de execução orçamentária da Secretaria de Agricultura referente ao 2019.,0
Gostaria de saber quantos contratos foram firmados em 2018.,0
"Sou Mariana Moraes Teixeira, portador da CNH nº 95583192927 e CPF 239.027.094-80. Peço informações sobre meu cadastro no DETRAN.",1
Solicito informações sobre o cronograma físico-financeiro da obra Construção da Ciclovia.,0
PIS/PASEP 104.33174.34-3. Solicito atualização cadastral.,1
Solicito informações sobre a frota oficial e manutenção.,0
"Sou Juliana Nunes Reis, portador do PIS 889.53774.76-9 e CPF 043.939.881-91. Peço informações sobre meu PIS.",1
Peço acesso aos gastos com cartão corporativo da Companhia de Saneamento Ambiental.,0
Número Interno 26651396688. Solicito esclarecimentos.,0
Por qual motivo o Processo SEI nº 14967-16399902/2018-52 não foi atendido até o presente momento?,0
"Contato do setor: 99999-9999 (ramal), para dúvidas gerais.",0
Meu nome é Maria Araújo Ferreira. Solicito informações sobre meu processo.,1
"Me chamo Manuela Barbosa Machado, portador do CPF 691.783.120-43 e RG 79.863.810-1. Endereço: Av. São Paulo, nº 4216, Recanto das Emas, Brasília-DF - CEP 71998-594. Telefone: (91) 997499-4199. Gostaria de informações.",1
PIS: 838.10881.00-2. Solicito informações sobre meu PIS.,1
Gostaria de obter a relação de passagens aéreas adquiridas pela Secretaria de Meio Ambiente em 2019.,0
"Sou Amanda Ramos Nascimento, portador da CNH nº 97668542628 e CPF 699.632.455-60. Peço informações sobre meu cadastro no DETRAN.",1
Gostaria de obter o número de beneficiários do programa Programa de Atenção Básica em 2024.,0
Telefone: 92 93337 3966. Solicito retorno.,1
Meu nome é Isabela Santos Silva. Solicito informações sobre meu processo.,1
Nota fiscal: 94246351364. Solicito dados consolidados.,0
"Solicito acesso integral aos autos do Processo SEI 83259-92984472/2004-47, com urgência.",0
Peço acesso aos termos de referência e edital da licitação nº 61/2026 da Secretaria de Educação do DF.,0
Gostaria de obter a relação de passagens aéreas adquiridas pela Tribunal de Contas do DF em 2023.,0
"Sou Thiago Cardoso Costa, titular do CPF 514.646.431-64 e título de eleitor nº 584084886623. Solicito informações eleitorais.",1
Gostaria de obter a relação de passagens aéreas adquiridas pela Secretaria de Obras do DF em 2025.,0
Solicito informações sobre a licitação nº 35/2018.,0
"Me chamo Bruna Pinto Araújo, CPF 885.780.113-68, Título de Eleitor 228481877146. Solicito informações sobre minha zona eleitoral.",1
"Sou Rafael Almeida Pereira, titular do CPF 454.223.177-18 e título de eleitor nº 624078500180. Solicito informações eleitorais.",1
Solicito retificação cadastral. Meu CPF é 408.259.840-50.,1
Me chamo Gustavo Araújo Carvalho. Solicito acesso aos autos do meu processo SEI.,1
"Contato do setor: 99999-9999 (ramal), para dúvidas gerais.",0
"Dados pessoais: Nome: Théo Carvalho Teixeira, CPF: 847.299.853-38, RG: 74.095.764-4, Data Nasc: 05/02/1997. Endereço: Cj CLS, nº 656, Santa Maria, Brasília-DF - CEP 73916-134. Contato: (31) 998023-5860 / theo@hotmail.com.",1
Solicito cópia do contrato nº 31296/2022 firmado entre a Secretaria de Fazenda do DF e a empresa Serviços Integrados.,0
"Sou Rodrigo Gomes Vieira, portador do CPF 952.508.178-82. Gostaria de saber o andamento do meu requerimento.",1
Solicito a exclusão dos meus dados pessoais. Nome: Camila Silva Carvalho.,1
Solicito cópia do contrato nº 75076/2020 firmado entre órgãos do DF.,0
Peço acesso às informações sobre a dotação orçamentária do programa Programa de Transporte Escolar no ano de 2024.,0
"Peço informações sobre o cadastro do meu dependente Karina Andrade Vieira, CPF 339.469.400-05, data nasc. 02/06/1954.",1
Gostaria de saber quantos contratos foram firmados em 2020.,0
"Meu nome é Letícia Andrade Araújo, PIS/PASEP 393.72595.37-7, CPF 422.666.822-70. Solicito informações sobre meu FGTS.",1
CPF: 639 117 923 95. Solicito informações.,1
